Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Comment [Gene Identifier],Comment [Gene Symbol],Comment [Protein Name],Comment [UniProt ID],Primary Antibody Identifier,Comment [Primary Antibody],Experimental Condition [Secondary Antibody],Secondary Antibody Identifier,Source Name,Image File,Comment [Image File Path],Comment [Image File Comments],Comment [Image File Type],Channels
A375_EIF4G1,A375_1_EIF4G1_Z-stack_HF_01_2024-03-06_YunHao_18.24.46.zarr,Homo sapiens,NCBITaxon,9606,A375,EFO,EFO_0002103,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,A375_EIF4G1_01,A375_1_EIF4G1_Z-stack_HF_01_2024-03-06_YunHao_18.24.46.zarr.zip,A375_1_EIF4G1_Z-stack_HF_01_2024-03-06_YunHao_18.24.46.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_COPA,GAMG_5_COPA_Z-stack_HF_03_2024-03-06_YunHao_23.01.21.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000122218,COPA,COPA,P53621,HPA028024,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_COPA_03,GAMG_5_COPA_Z-stack_HF_03_2024-03-06_YunHao_23.01.21.zarr.zip,GAMG_5_COPA_Z-stack_HF_03_2024-03-06_YunHao_23.01.21.zarr.zip,,raw,DAPI-Nucleus; Alexa488-COPA; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_COPA,GAMG_5_COPA_Z-stack_HF_04_2024-03-06_YunHao_23.00.00.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000122218,COPA,COPA,P53621,HPA028024,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_COPA_04,GAMG_5_COPA_Z-stack_HF_04_2024-03-06_YunHao_23.00.00.zarr.zip,GAMG_5_COPA_Z-stack_HF_04_2024-03-06_YunHao_23.00.00.zarr.zip,,raw,DAPI-Nucleus; Alexa488-COPA; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_COPA,GAMG_5_COPA_Z-stack_HF_05_2024-03-06_YunHao_22.59.05.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000122218,COPA,COPA,P53621,HPA028024,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_COPA_05,GAMG_5_COPA_Z-stack_HF_05_2024-03-06_YunHao_22.59.05.zarr.zip,GAMG_5_COPA_Z-stack_HF_05_2024-03-06_YunHao_22.59.05.zarr.zip,,raw,DAPI-Nucleus; Alexa488-COPA; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_COPA,GAMG_5_COPA_Z-stack_HF_06_2024-03-06_YunHao_22.57.14.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000122218,COPA,COPA,P53621,HPA028024,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_COPA_06,GAMG_5_COPA_Z-stack_HF_06_2024-03-06_YunHao_22.57.14.zarr.zip,GAMG_5_COPA_Z-stack_HF_06_2024-03-06_YunHao_22.57.14.zarr.zip,,raw,DAPI-Nucleus; Alexa488-COPA; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_ATP13A5,GAMG_6_ATP13A5_Z-stack_HF_01_2024-03-06_YunHao_23.07.10.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000187527,ATP13A5,ATP13A5,Q4VNC0,HPA031772,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_ATP13A5_01,GAMG_6_ATP13A5_Z-stack_HF_01_2024-03-06_YunHao_23.07.10.zarr.zip,GAMG_6_ATP13A5_Z-stack_HF_01_2024-03-06_YunHao_23.07.10.zarr.zip,,raw,DAPI-Nucleus; Alexa488-ATP13A5; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_ATP13A5,GAMG_6_ATP13A5_Z-stack_HF_02_2024-03-06_YunHao_23.12.21.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000187527,ATP13A5,ATP13A5,Q4VNC0,HPA031772,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_ATP13A5_02,GAMG_6_ATP13A5_Z-stack_HF_02_2024-03-06_YunHao_23.12.21.zarr.zip,GAMG_6_ATP13A5_Z-stack_HF_02_2024-03-06_YunHao_23.12.21.zarr.zip,,raw,DAPI-Nucleus; Alexa488-ATP13A5; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_ATP13A5,GAMG_6_ATP13A5_Z-stack_HF_03_2024-03-06_YunHao_23.13.35.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000187527,ATP13A5,ATP13A5,Q4VNC0,HPA031772,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_ATP13A5_03,GAMG_6_ATP13A5_Z-stack_HF_03_2024-03-06_YunHao_23.13.35.zarr.zip,GAMG_6_ATP13A5_Z-stack_HF_03_2024-03-06_YunHao_23.13.35.zarr.zip,,raw,DAPI-Nucleus; Alexa488-ATP13A5; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_ATP13A5,GAMG_6_ATP13A5_Z-stack_HF_04_2024-03-06_YunHao_23.15.05.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000187527,ATP13A5,ATP13A5,Q4VNC0,HPA031772,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_ATP13A5_04,GAMG_6_ATP13A5_Z-stack_HF_04_2024-03-06_YunHao_23.15.05.zarr.zip,GAMG_6_ATP13A5_Z-stack_HF_04_2024-03-06_YunHao_23.15.05.zarr.zip,,raw,DAPI-Nucleus; Alexa488-ATP13A5; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_ATP13A5,GAMG_6_ATP13A5_Z-stack_HF_05_2024-03-06_YunHao_23.16.03.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000187527,ATP13A5,ATP13A5,Q4VNC0,HPA031772,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_ATP13A5_05,GAMG_6_ATP13A5_Z-stack_HF_05_2024-03-06_YunHao_23.16.03.zarr.zip,GAMG_6_ATP13A5_Z-stack_HF_05_2024-03-06_YunHao_23.16.03.zarr.zip,,raw,DAPI-Nucleus; Alexa488-ATP13A5; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_ATP13A5,GAMG_6_ATP13A5_Z-stack_HF_06_2024-03-06_YunHao_23.17.40.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000187527,ATP13A5,ATP13A5,Q4VNC0,HPA031772,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_ATP13A5_06,GAMG_6_ATP13A5_Z-stack_HF_06_2024-03-06_YunHao_23.17.40.zarr.zip,GAMG_6_ATP13A5_Z-stack_HF_06_2024-03-06_YunHao_23.17.40.zarr.zip,,raw,DAPI-Nucleus; Alexa488-ATP13A5; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_MESD,GAMG_7_MESD_Z-stack_HF_01_2024-03-07_YunHao_00.57.46.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000117899,MESD,MESD,Q14696,HPA039414,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_MESD_01,GAMG_7_MESD_Z-stack_HF_01_2024-03-07_YunHao_00.57.46.zarr.zip,GAMG_7_MESD_Z-stack_HF_01_2024-03-07_YunHao_00.57.46.zarr.zip,,raw,DAPI-Nucleus; Alexa488-MESD; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_MESD,GAMG_7_MESD_Z-stack_HF_02_2024-03-07_YunHao_01.00.58.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000117899,MESD,MESD,Q14696,HPA039414,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_MESD_02,GAMG_7_MESD_Z-stack_HF_02_2024-03-07_YunHao_01.00.58.zarr.zip,GAMG_7_MESD_Z-stack_HF_02_2024-03-07_YunHao_01.00.58.zarr.zip,,raw,DAPI-Nucleus; Alexa488-MESD; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_MESD,GAMG_7_MESD_Z-stack_HF_03_2024-03-07_YunHao_01.02.01.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000117899,MESD,MESD,Q14696,HPA039414,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_MESD_03,GAMG_7_MESD_Z-stack_HF_03_2024-03-07_YunHao_01.02.01.zarr.zip,GAMG_7_MESD_Z-stack_HF_03_2024-03-07_YunHao_01.02.01.zarr.zip,,raw,DAPI-Nucleus; Alexa488-MESD; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_MESD,GAMG_7_MESD_Z-stack_HF_04_2024-03-07_YunHao_01.03.38.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000117899,MESD,MESD,Q14696,HPA039414,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_MESD_04,GAMG_7_MESD_Z-stack_HF_04_2024-03-07_YunHao_01.03.38.zarr.zip,GAMG_7_MESD_Z-stack_HF_04_2024-03-07_YunHao_01.03.38.zarr.zip,,raw,DAPI-Nucleus; Alexa488-MESD; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_MESD,GAMG_7_MESD_Z-stack_HF_05_2024-03-07_YunHao_01.04.47.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000117899,MESD,MESD,Q14696,HPA039414,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_MESD_05,GAMG_7_MESD_Z-stack_HF_05_2024-03-07_YunHao_01.04.47.zarr.zip,GAMG_7_MESD_Z-stack_HF_05_2024-03-07_YunHao_01.04.47.zarr.zip,,raw,DAPI-Nucleus; Alexa488-MESD; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_MESD,GAMG_7_MESD_Z-stack_HF_06_2024-03-07_YunHao_01.06.05.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000117899,MESD,MESD,Q14696,HPA039414,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_MESD_06,GAMG_7_MESD_Z-stack_HF_06_2024-03-07_YunHao_01.06.05.zarr.zip,GAMG_7_MESD_Z-stack_HF_06_2024-03-07_YunHao_01.06.05.zarr.zip,,raw,DAPI-Nucleus; Alexa488-MESD; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_RBM23,GAMG_8_RBM23_Z-stack_HF_01_2024-03-07_YunHao_01.08.24.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000100461,RBM23,RBM23,Q86U06,HPA004144,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_RBM23_01,GAMG_8_RBM23_Z-stack_HF_01_2024-03-07_YunHao_01.08.24.zarr.zip,GAMG_8_RBM23_Z-stack_HF_01_2024-03-07_YunHao_01.08.24.zarr.zip,,raw,DAPI-Nucleus; Alexa488-RBM23; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_RBM23,GAMG_8_RBM23_Z-stack_HF_02_2024-03-07_YunHao_01.09.32.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000100461,RBM23,RBM23,Q86U06,HPA004144,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_RBM23_02,GAMG_8_RBM23_Z-stack_HF_02_2024-03-07_YunHao_01.09.32.zarr.zip,GAMG_8_RBM23_Z-stack_HF_02_2024-03-07_YunHao_01.09.32.zarr.zip,,raw,DAPI-Nucleus; Alexa488-RBM23; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_RBM23,GAMG_8_RBM23_Z-stack_HF_03_2024-03-07_YunHao_01.10.34.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000100461,RBM23,RBM23,Q86U06,HPA004144,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_RBM23_03,GAMG_8_RBM23_Z-stack_HF_03_2024-03-07_YunHao_01.10.34.zarr.zip,GAMG_8_RBM23_Z-stack_HF_03_2024-03-07_YunHao_01.10.34.zarr.zip,,raw,DAPI-Nucleus; Alexa488-RBM23; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_RBM23,GAMG_8_RBM23_Z-stack_HF_04_2024-03-07_YunHao_01.17.00.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000100461,RBM23,RBM23,Q86U06,HPA004144,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_RBM23_04,GAMG_8_RBM23_Z-stack_HF_04_2024-03-07_YunHao_01.17.00.zarr.zip,GAMG_8_RBM23_Z-stack_HF_04_2024-03-07_YunHao_01.17.00.zarr.zip,,raw,DAPI-Nucleus; Alexa488-RBM23; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_RBM23,GAMG_8_RBM23_Z-stack_HF_05_2024-03-07_YunHao_01.18.16.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000100461,RBM23,RBM23,Q86U06,HPA004144,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_RBM23_05,GAMG_8_RBM23_Z-stack_HF_05_2024-03-07_YunHao_01.18.16.zarr.zip,GAMG_8_RBM23_Z-stack_HF_05_2024-03-07_YunHao_01.18.16.zarr.zip,,raw,DAPI-Nucleus; Alexa488-RBM23; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_RBM23,GAMG_8_RBM23_Z-stack_HF_06_2024-03-07_YunHao_01.19.17.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000100461,RBM23,RBM23,Q86U06,HPA004144,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_RBM23_06,GAMG_8_RBM23_Z-stack_HF_06_2024-03-07_YunHao_01.19.17.zarr.zip,GAMG_8_RBM23_Z-stack_HF_06_2024-03-07_YunHao_01.19.17.zarr.zip,,raw,DAPI-Nucleus; Alexa488-RBM23; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_PSME3IP1,GAMG_9_PSME3IP1_Z-stack_HF_01_2024-03-07_YunHao_02.48.29.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000172775,PSME3IP1,PSME3IP1,Q9GZU8,HPA054382,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_PSME3IP1_01,GAMG_9_PSME3IP1_Z-stack_HF_01_2024-03-07_YunHao_02.48.29.zarr.zip,GAMG_9_PSME3IP1_Z-stack_HF_01_2024-03-07_YunHao_02.48.29.zarr.zip,,raw,DAPI-Nucleus; Alexa488-PSME3IP1; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_PSME3IP1,GAMG_9_PSME3IP1_Z-stack_HF_02_2024-03-07_YunHao_02.49.40.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000172775,PSME3IP1,PSME3IP1,Q9GZU8,HPA054382,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_PSME3IP1_02,GAMG_9_PSME3IP1_Z-stack_HF_02_2024-03-07_YunHao_02.49.40.zarr.zip,GAMG_9_PSME3IP1_Z-stack_HF_02_2024-03-07_YunHao_02.49.40.zarr.zip,,raw,DAPI-Nucleus; Alexa488-PSME3IP1; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_PSME3IP1,GAMG_9_PSME3IP1_Z-stack_HF_03_2024-03-07_YunHao_02.50.59.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000172775,PSME3IP1,PSME3IP1,Q9GZU8,HPA054382,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_PSME3IP1_03,GAMG_9_PSME3IP1_Z-stack_HF_03_2024-03-07_YunHao_02.50.59.zarr.zip,GAMG_9_PSME3IP1_Z-stack_HF_03_2024-03-07_YunHao_02.50.59.zarr.zip,,raw,DAPI-Nucleus; Alexa488-PSME3IP1; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_PSME3IP1,GAMG_9_PSME3IP1_Z-stack_HF_04_2024-03-07_YunHao_02.52.11.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000172775,PSME3IP1,PSME3IP1,Q9GZU8,HPA054382,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_PSME3IP1_04,GAMG_9_PSME3IP1_Z-stack_HF_04_2024-03-07_YunHao_02.52.11.zarr.zip,GAMG_9_PSME3IP1_Z-stack_HF_04_2024-03-07_YunHao_02.52.11.zarr.zip,,raw,DAPI-Nucleus; Alexa488-PSME3IP1; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_PSME3IP1,GAMG_9_PSME3IP1_Z-stack_HF_05_2024-03-07_YunHao_02.53.46.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000172775,PSME3IP1,PSME3IP1,Q9GZU8,HPA054382,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_PSME3IP1_05,GAMG_9_PSME3IP1_Z-stack_HF_05_2024-03-07_YunHao_02.53.46.zarr.zip,GAMG_9_PSME3IP1_Z-stack_HF_05_2024-03-07_YunHao_02.53.46.zarr.zip,,raw,DAPI-Nucleus; Alexa488-PSME3IP1; Alexa555-a-Tubulin; Alexa647-Calreticulin
GAMG_PSME3IP1,GAMG_9_PSME3IP1_Z-stack_HF_06_2024-03-07_YunHao_02.55.13.zarr,Homo sapiens,NCBITaxon,9606,GAMG,CLO,CLO_0003450,ENSG00000172775,PSME3IP1,PSME3IP1,Q9GZU8,HPA054382,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,GAMG_PSME3IP1_06,GAMG_9_PSME3IP1_Z-stack_HF_06_2024-03-07_YunHao_02.55.13.zarr.zip,GAMG_9_PSME3IP1_Z-stack_HF_06_2024-03-07_YunHao_02.55.13.zarr.zip,,raw,DAPI-Nucleus; Alexa488-PSME3IP1; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_EIF4G1,HEK_1_EIF4G1_Z-stack_HF_01_2024-03-06_YunHao_17.55.51.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_EIF4G1_01,HEK_1_EIF4G1_Z-stack_HF_01_2024-03-06_YunHao_17.55.51.zarr.zip,HEK_1_EIF4G1_Z-stack_HF_01_2024-03-06_YunHao_17.55.51.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_EIF4G1,HEK_1_EIF4G1_Z-stack_HF_02_2024-03-06_YunHao_17.58.25.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_EIF4G1_02,HEK_1_EIF4G1_Z-stack_HF_02_2024-03-06_YunHao_17.58.25.zarr.zip,HEK_1_EIF4G1_Z-stack_HF_02_2024-03-06_YunHao_17.58.25.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_EIF4G1,HEK_1_EIF4G1_Z-stack_HF_03_2024-03-06_YunHao_18.00.17.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_EIF4G1_03,HEK_1_EIF4G1_Z-stack_HF_03_2024-03-06_YunHao_18.00.17.zarr.zip,HEK_1_EIF4G1_Z-stack_HF_03_2024-03-06_YunHao_18.00.17.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_EIF4G1,HEK_1_EIF4G1_Z-stack_HF_04_2024-03-06_YunHao_18.01.40.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_EIF4G1_04,HEK_1_EIF4G1_Z-stack_HF_04_2024-03-06_YunHao_18.01.40.zarr.zip,HEK_1_EIF4G1_Z-stack_HF_04_2024-03-06_YunHao_18.01.40.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_EIF4G1,HEK_1_EIF4G1_Z-stack_HF_05_2024-03-06_YunHao_18.03.15.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_EIF4G1_05,HEK_1_EIF4G1_Z-stack_HF_05_2024-03-06_YunHao_18.03.15.zarr.zip,HEK_1_EIF4G1_Z-stack_HF_05_2024-03-06_YunHao_18.03.15.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_EIF4G1,HEK_1_EIF4G1_Z-stack_HF_06_2024-03-06_YunHao_18.04.56.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_EIF4G1_06,HEK_1_EIF4G1_Z-stack_HF_06_2024-03-06_YunHao_18.04.56.zarr.zip,HEK_1_EIF4G1_Z-stack_HF_06_2024-03-06_YunHao_18.04.56.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_DDIT3,HEK_2_DDIT3_Z-stack_HF_01_2024-03-06_YunHao_19.44.15.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000175197,DDIT3,DDIT3,P35638,HPA058416,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_DDIT3_01,HEK_2_DDIT3_Z-stack_HF_01_2024-03-06_YunHao_19.44.15.zarr.zip,HEK_2_DDIT3_Z-stack_HF_01_2024-03-06_YunHao_19.44.15.zarr.zip,,raw,DAPI-Nucleus; Alexa488-DDIT3; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_DDIT3,HEK_2_DDIT3_Z-stack_HF_02_2024-03-06_YunHao_19.45.39.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000175197,DDIT3,DDIT3,P35638,HPA058416,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_DDIT3_02,HEK_2_DDIT3_Z-stack_HF_02_2024-03-06_YunHao_19.45.39.zarr.zip,HEK_2_DDIT3_Z-stack_HF_02_2024-03-06_YunHao_19.45.39.zarr.zip,,raw,DAPI-Nucleus; Alexa488-DDIT3; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_DDIT3,HEK_2_DDIT3_Z-stack_HF_03_2024-03-06_YunHao_19.46.59.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000175197,DDIT3,DDIT3,P35638,HPA058416,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_DDIT3_03,HEK_2_DDIT3_Z-stack_HF_03_2024-03-06_YunHao_19.46.59.zarr.zip,HEK_2_DDIT3_Z-stack_HF_03_2024-03-06_YunHao_19.46.59.zarr.zip,,raw,DAPI-Nucleus; Alexa488-DDIT3; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_DDIT3,HEK_2_DDIT3_Z-stack_HF_04_2024-03-06_YunHao_19.48.29.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000175197,DDIT3,DDIT3,P35638,HPA058416,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_DDIT3_04,HEK_2_DDIT3_Z-stack_HF_04_2024-03-06_YunHao_19.48.29.zarr.zip,HEK_2_DDIT3_Z-stack_HF_04_2024-03-06_YunHao_19.48.29.zarr.zip,,raw,DAPI-Nucleus; Alexa488-DDIT3; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_DDIT3,HEK_2_DDIT3_Z-stack_HF_05_2024-03-06_YunHao_19.50.37.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000175197,DDIT3,DDIT3,P35638,HPA058416,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_DDIT3_05,HEK_2_DDIT3_Z-stack_HF_05_2024-03-06_YunHao_19.50.37.zarr.zip,HEK_2_DDIT3_Z-stack_HF_05_2024-03-06_YunHao_19.50.37.zarr.zip,,raw,DAPI-Nucleus; Alexa488-DDIT3; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_DDIT3,HEK_2_DDIT3_Z-stack_HF_06_2024-03-06_YunHao_19.53.01.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000175197,DDIT3,DDIT3,P35638,HPA058416,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_DDIT3_06,HEK_2_DDIT3_Z-stack_HF_06_2024-03-06_YunHao_19.53.01.zarr.zip,HEK_2_DDIT3_Z-stack_HF_06_2024-03-06_YunHao_19.53.01.zarr.zip,,raw,DAPI-Nucleus; Alexa488-DDIT3; Alexa555-a-Tubulin; Alexa647-Calreticulin
HEK_N4BP2,HEK_3_N4BP2_Z-stack_HF_01_2024-03-06_YunHao_20.06.02.zarr,Homo sapiens,NCBITaxon,9606,HEK293,EFO,EFO_0001182,ENSG00000078177,N4BP2,N4BP2,Q86UW6,HPA042607,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,HEK_N4BP2_01,HEK_3_N4BP2_Z-stack_HF_01_2024-03-06_YunHao_20.06.02.zarr.zip,HEK_3_N4BP2_Z-stack_HF_01_2024-03-06_YunHao_20.06.02.zarr.zip,,raw,DAPI-Nucleus; Alexa488-N4BP2; Alexa555-a-Tubulin; Alexa647-Calreticulin
